Дата и время,CO,NO2,NO,PM10,PM2.5,Давление,Влажность,| V |,_V_,-T-,Осадки,,,,
12.09.2021 12:20,0.2,0.0262,0.003,0.036,0.018,,,,,,,,,,
12.09.2021 12:40,0.2,0.0311,0.006,0.042,0.02,,,,,,,,,,
12.09.2021 13:00,0.2,0.0316,0.004,0.04,0.021,,,,,,,,,,
12.09.2021 13:20,0.2,0.0325,0.004,0.038,0.021,,,,,,,,,,
12.09.2021 13:40,0.2,0.0319,0.005,0.032,0.018,,,,,,,,,,
12.09.2021 14:00,0.3,0.0412,0.011,0.046,0.024,,,,,,,,,,
12.09.2021 14:20,0.3,0.0371,0.008,0.036,0.021,,,,,,,,,,
12.09.2021 14:40,0.2,0.0348,0.005,0.033,0.018,,,,,,,,,,
12.09.2021 15:00,0.3,0.0441,0.008,0.044,0.021,,,,,,,,,,
12.09.2021 15:20,0.3,0.0487,0.013,0.059,0.026,,,,,,,,,,
12.09.2021 15:40,0.3,0.0435,0.009,0.047,0.023,,,,,,,,,,
12.09.2021 16:00,0.2,0.0377,0.006,0.035,0.019,,,,,,,,,,
12.09.2021 16:20,0.2,0.0345,0.004,0.029,0.016,,,,,,,,,,
12.09.2021 16:40,0.2,0.0315,0.004,0.035,0.018,,,,,,,,,,
12.09.2021 17:00,0.2,0.0364,0.006,0.041,0.021,,,,,,,,,,
12.09.2021 17:20,0.3,0.0473,0.01,0.045,0.022,,,,,,,,,,
12.09.2021 17:40,0.3,0.0451,0.008,0.045,0.022,,,,,,,,,,
12.09.2021 18:00,0.3,0.0428,0.006,0.048,0.022,,,,,,,,,,
12.09.2021 18:20,0.3,0.0503,0.008,0.046,0.023,,,,,,,,,,
12.09.2021 18:40,0.3,0.0453,0.004,0.037,0.02,,,,,,,,,,
12.09.2021 19:00,0.2,0.0341,0.003,0.021,0.013,,,,,,,,,,
12.09.2021 19:20,0.2,0.031,0.002,0.027,0.015,,,,,,,,,,
12.09.2021 19:40,0.2,0.0377,0.003,0.032,0.018,,,,,,,,,,
12.09.2021 20:00,0.3,0.0462,0.007,0.038,0.021,,,,,,,,,,
12.09.2021 20:20,0.3,0.0419,0.005,0.035,0.02,,,,,,,,,,
12.09.2021 20:40,0.3,0.048,0.006,0.037,0.02,,,,,,,,,,
12.09.2021 21:00,0.4,0.057,0.016,0.044,0.022,,,,,,,,,,
12.09.2021 21:20,0.5,0.0572,0.017,0.036,0.021,,,,,,,,,,
12.09.2021 21:40,0.5,0.0559,0.011,0.036,0.021,,,,,,,,,,
12.09.2021 22:00,0.6,0.0557,0.027,0.036,0.022,,,,,,,,,,
12.09.2021 22:20,0.5,0.0545,0.028,0.035,0.021,,,,,,,,,,
12.09.2021 22:40,0.6,0.0499,0.038,0.036,0.023,,,,,,,,,,
12.09.2021 23:00,0.6,0.0502,0.049,0.041,0.026,,,,,,,,,,
12.09.2021 23:20,0.6,0.0492,0.05,0.043,0.028,,,,,,,,,,
12.09.2021 23:40,0.5,0.0509,0.044,0.042,0.026,,,,,,,,,,
25.07.2021 00:00,0.6,,,0.076,0.031,,,,,,,,,,
25.07.2021 00:20,0.7,,,0.08,0.031,,,,,,,,,,
25.07.2021 00:40,1.2,,,0.123,0.039,,,,,,,,,,
25.07.2021 01:00,1.3,,,0.132,0.051,,,,,,,,,,
25.07.2021 01:20,1.2,,,0.127,0.051,,,,,,,,,,
25.07.2021 01:40,0.9,,,0.079,0.04,,,,,,,,,,
25.07.2021 02:00,0.8,,,0.06,0.03,,,,,,,,,,
25.07.2021 02:20,0.8,,,0.062,0.03,,,,,,,,,,
25.07.2021 02:40,0.9,,,0.059,0.03,,,,,,,,,,
25.07.2021 03:00,1,,,0.067,0.033,,,,,,,,,,
25.07.2021 03:20,1.1,,,0.071,0.034,,,,,,,,,,
25.07.2021 03:40,0.9,,,0.071,0.033,,,,,,,,,,
25.07.2021 04:00,0.8,,,0.075,0.032,,,,,,,,,,
25.07.2021 04:20,0.8,,,0.08,0.032,,,,,,,,,,
25.07.2021 04:40,0.7,,,0.076,0.032,,,,,,,,,,
25.07.2021 05:00,0.7,,,0.063,0.03,,,,,,,,,,
25.07.2021 05:20,0.6,,,0.035,0.021,,,,,,,,,,
25.07.2021 05:40,0.5,,,0.058,0.028,,,,,,,,,,
25.07.2021 06:00,0.6,,,0.059,0.029,,,,,,,,,,
25.07.2021 06:20,0.7,,,0.06,0.029,,,,,,,,,,
25.07.2021 06:40,0.6,,,0.06,0.029,,,,,,,,,,
25.07.2021 07:00,0.5,,,0.048,0.024,,,,,,,,,,
25.07.2021 07:20,0.3,,,0.019,0.012,,,,,,,,,,
25.07.2021 07:40,0.2,,,0.028,0.011,,,,,,,,,,
25.07.2021 08:00,0.2,,,0.039,0.015,,,,,,,,,,
25.07.2021 08:20,0.1,,,0.02,0.008,,,,,,,,,,
25.07.2021 08:40,0.1,,,0.027,0.013,,,,,,,,,,
25.07.2021 09:00,0.1,,,0.025,0.013,,,,,,,,,,
25.07.2021 09:20,0.1,,,,0,,,,,,,,,,
25.07.2021 09:40,0.1,,,0.021,0.009,,,,,,,,,,
25.07.2021 10:00,0.1,,,0.026,0.015,,,,,,,,,,
25.07.2021 10:20,0.1,,,0.012,0.003,,,,,,,,,,
25.07.2021 10:40,0.1,,,0.024,0.013,,,,,,,,,,
25.07.2021 11:00,0.1,,,0.022,0.011,,,,,,,,,,
25.07.2021 11:20,0.1,,,0.013,0.007,,,,,,,,,,
25.07.2021 11:40,0.1,,,0.011,,,,,,,,,,,
25.07.2021 12:00,0.1,,,0.035,0.012,,,,,,,,,,
25.07.2021 12:20,0.1,,,0.026,0.012,,,,,,,,,,
25.07.2021 12:40,0.1,,,0.008,0.004,,,,,,,,,,
25.07.2021 13:00,0.1,,,0.023,0.009,,,,,,,,,,
25.07.2021 13:20,0.1,,,0.021,0.008,,,,,,,,,,
25.07.2021 13:40,0.1,,,0.022,0.014,,,,,,,,,,
25.07.2021 14:00,0.1,,,0.01,0.005,,,,,,,,,,
25.07.2021 14:20,0.1,,,0.021,0.01,,,,,,,,,,
25.07.2021 14:40,0.1,,,0.024,0.012,,,,,,,,,,
25.07.2021 15:00,0.1,,,0.022,0.007,,,,,,,,,,
25.07.2021 15:20,0.1,,,0.015,0.002,,,,,,,,,,
25.07.2021 15:40,0.1,,,0.02,0.016,,,,,,,,,,
25.07.2021 16:00,0.1,,,0.02,0.004,,,,,,,,,,
25.07.2021 16:20,0.1,,,0.039,0.014,,,,,,,,,,
25.07.2021 16:40,0.1,,,0.015,0.011,,,,,,,,,,
25.07.2021 17:00,0.1,,,0.023,0.005,,,,,,,,,,
25.07.2021 17:20,0.1,,,0.039,0.015,,,,,,,,,,
25.07.2021 17:40,0.1,,,0.033,0.013,,,,,,,,,,
25.07.2021 18:00,0.1,,,0.01,0.006,,,,,,,,,,
25.07.2021 18:20,0.1,,,0.019,0.009,,,,,,,,,,
25.07.2021 18:40,0.1,,,0.025,0.011,,,,,,,,,,
25.07.2021 19:00,0.1,,,0.029,0.011,,,,,,,,,,
25.07.2021 19:20,0.1,,,0.038,0.015,,,,,,,,,,
25.07.2021 19:40,0.1,,,0.038,0.015,,,,,,,,,,
25.07.2021 20:00,0.1,,,0.008,0.004,,,,,,,,,,
25.07.2021 20:20,0.1,,,0.044,0.017,,,,,,,,,,
25.07.2021 20:40,0.3,,,0.07,0.019,,,,,,,,,,
25.07.2021 21:00,0.3,,,0.073,0.019,,,,,,,,,,
25.07.2021 21:20,0.4,,,0.05,0.017,,,,,,,,,,
25.07.2021 21:40,0.5,,,0.054,0.019,,,,,,,,,,
25.07.2021 22:00,0.7,,,0.066,0.025,,,,,,,,,,
25.07.2021 22:20,0.8,,,0.094,0.031,,,,,,,,,,
25.07.2021 22:40,0.8,,,0.106,0.035,,,,,,,,,,
25.07.2021 23:00,0.7,,,0.095,0.033,,,,,,,,,,
25.07.2021 23:20,0.7,,,0.093,0.03,,,,,,,,,,
25.07.2021 23:40,0.6,,,0.075,0.025,,,,,,,,,,
26.07.2021 00:00,0.5,,,0.057,0.025,,,,,,,,,,
26.07.2021 00:20,0.4,,,0.045,0.023,,,,,,,,,,
26.07.2021 00:40,0.3,,,0.026,0.015,,,,,,,,,,
26.07.2021 01:00,0.3,,,0.04,0.019,,,,,,,,,,
26.07.2021 01:20,0.3,,,0.035,0.019,,,,,,,,,,
26.07.2021 01:40,0.3,,,0.03,0.017,,,,,,,,,,
26.07.2021 02:00,0.3,,,0.033,0.02,,,,,,,,,,
26.07.2021 02:20,0.3,,,0.03,0.02,,,,,,,,,,
26.07.2021 02:40,0.3,,,0.022,0.016,,,,,,,,,,
26.07.2021 03:00,0.2,,,0.019,0.012,,,,,,,,,,
26.07.2021 03:20,0.2,,,0.014,0.009,,,,,,,,,,
26.07.2021 03:40,0.2,,,0.032,0.018,,,,,,,,,,
26.07.2021 04:00,0.2,,,0.023,0.015,,,,,,,,,,
26.07.2021 04:20,0.2,,,0.015,0.011,,,,,,,,,,
26.07.2021 04:40,0.2,,,0.027,0.015,,,,,,,,,,
26.07.2021 05:00,0.2,,,0.028,0.016,,,,,,,,,,
26.07.2021 05:20,0.3,,,0.032,0.017,,,,,,,,,,
26.07.2021 05:40,0.4,,,0.044,0.019,,,,,,,,,,
26.07.2021 06:00,0.5,,,0.046,0.022,,,,,,,,,,
26.07.2021 06:20,0.4,,,0.045,0.021,,,,,,,,,,
26.07.2021 06:40,0.4,,,0.054,0.024,,,,,,,,,,
26.07.2021 07:00,0.4,,,0.038,0.018,,,,,,,,,,
26.07.2021 07:20,0.4,,,0.059,0.02,,,,,,,,,,
26.07.2021 07:40,0.4,,,0.084,0.024,,,,,,,,,,
26.07.2021 08:00,0.3,,,0.056,0.028,,,,,,,,,,
26.07.2021 08:20,0.2,,,0.01,0.005,,,,,,,,,,
26.07.2021 08:40,0.2,,,0.016,0.004,,,,,,,,,,
26.07.2021 09:00,0.2,,,0.021,0.008,,,,,,,,,,
26.07.2021 09:20,0.3,,,0.027,0.015,,,,,,,,,,
26.07.2021 09:40,0.3,,,0.036,0.015,,,,,,,,,,
26.07.2021 10:00,0.3,,,0.026,0.013,,,,,,,,,,
26.07.2021 10:20,0.2,,,0.014,0.006,,,,,,,,,,
26.07.2021 10:40,0.2,,,0.024,0.01,,,,,,,,,,
26.07.2021 11:00,0.3,,,0.022,0.009,,,,,,,,,,
26.07.2021 11:20,0.2,,,0.02,0.01,,,,,,,,,,
26.07.2021 11:40,0.3,,,0.014,0.007,,,,,,,,,,
26.07.2021 12:00,0.2,,,0.016,0.005,,,,,,,,,,
26.07.2021 12:20,0.2,,,0.03,0.01,,,,,,,,,,
26.07.2021 12:40,0.2,,,0.03,0.013,,,,,,,,,,
26.07.2021 13:00,0.2,,,0.029,0.011,,,,,,,,,,
26.07.2021 13:20,0.2,,,0.007,0.003,,,,,,,,,,
26.07.2021 13:40,0.2,,,0.022,0.009,,,,,,,,,,
26.07.2021 14:00,0.2,,,0.024,0.01,,,,,,,,,,
26.07.2021 14:20,0.2,,,0.019,0.005,,,,,,,,,,
26.07.2021 14:40,0.2,,,0.031,0.015,,,,,,,,,,
26.07.2021 15:00,0.2,,,0.018,0.007,,,,,,,,,,
26.07.2021 15:20,0.2,,,0.025,0.012,,,,,,,,,,
26.07.2021 15:40,0.2,,,0.032,0.012,,,,,,,,,,
26.07.2021 16:00,0.2,,,0.033,0.012,,,,,,,,,,
26.07.2021 16:20,0.2,,,0.04,0.018,,,,,,,,,,
26.07.2021 16:40,0.2,,,0.019,0.009,,,,,,,,,,
26.07.2021 17:00,0.2,,,0.032,0.016,,,,,,,,,,
26.07.2021 17:20,0.3,,,0.019,0.009,,,,,,,,,,
26.07.2021 17:40,0.3,,,0.037,0.011,,,,,,,,,,
26.07.2021 18:00,0.2,,,0.025,0.007,,,,,,,,,,
26.07.2021 18:20,0.2,,,0.03,0.012,,,,,,,,,,
26.07.2021 18:40,0.2,,,0.037,0.014,,,,,,,,,,
26.07.2021 19:00,0.2,,,0.077,0.024,,,,,,,,,,
26.07.2021 19:20,0.2,,,0.06,0.022,,,,,,,,,,
26.07.2021 19:40,0.3,,,0.043,0.015,,,,,,,,,,
26.07.2021 20:00,0.3,,,0.029,0.012,,,,,,,,,,
26.07.2021 20:20,0.3,,,0.055,0.021,,,,,,,,,,
26.07.2021 20:40,0.3,,,0.047,0.018,,,,,,,,,,
26.07.2021 21:00,0.3,,,0.044,0.018,,,,,,,,,,
26.07.2021 21:20,1.4,,,0.057,0.024,,,,,,,,,,
26.07.2021 21:40,0.5,,,0.018,0.011,,,,,,,,,,
26.07.2021 22:00,0.5,,,0.029,0.014,,,,,,,,,,
26.07.2021 22:20,0.5,,,0.038,0.018,,,,,,,,,,
26.07.2021 22:40,0.6,,,0.034,0.016,,,,,,,,,,
26.07.2021 23:00,0.6,,,0.047,0.02,,,,,,,,,,
26.07.2021 23:20,0.6,,,0.046,0.023,,,,,,,,,,
26.07.2021 23:40,0.6,,,0.054,0.027,,,,,,,,,,
16.01.2021 00:00,0.79,0.0406,0.023,0.017,0.016,,,,,,,,,,
16.01.2021 00:20,0.83,0.0415,0.033,0.019,0.017,,,,,,,,,,
16.01.2021 00:40,0.89,0.0414,0.045,0.019,0.018,,,,,,,,,,
16.01.2021 01:00,0.9,0.0466,0.05,0.019,0.017,,,,,,,,,,
16.01.2021 01:20,0.85,0.0432,0.046,0.019,0.017,,,,,,,,,,
16.01.2021 01:40,0.83,0.0428,0.04,0.019,0.017,,,,,,,,,,
16.01.2021 02:00,0.82,0.0423,0.039,0.018,0.016,,,,,,,,,,
16.01.2021 02:20,0.84,0.0416,0.039,0.016,0.014,,,,,,,,,,
16.01.2021 02:40,0.79,0.0401,0.031,0.015,0.014,,,,,,,,,,
16.01.2021 03:00,0.76,0.0399,0.029,0.015,0.014,,,,,,,,,,
16.01.2021 03:20,0.72,0.0404,0.026,0.013,0.012,,,,,,,,,,
16.01.2021 03:40,0.67,0.0396,0.027,0.013,0.012,,,,,,,,,,
16.01.2021 04:00,0.63,0.0408,0.025,0.013,0.012,,,,,,,,,,
16.01.2021 04:20,0.62,0.0402,0.02,0.013,0.012,,,,,,,,,,
16.01.2021 04:40,0.61,0.04,0.022,0.015,0.015,,,,,,,,,,
16.01.2021 05:00,0.59,0.0403,0.021,0.013,0.013,,,,,,,,,,
16.01.2021 05:20,0.58,0.041,0.021,0.012,0.011,,,,,,,,,,
16.01.2021 05:40,0.58,0.0416,0.029,0.013,0.012,,,,,,,,,,
16.01.2021 06:00,0.59,0.0404,0.025,0.014,0.013,,,,,,,,,,
16.01.2021 06:20,0.59,0.0404,0.031,0.014,0.013,,,,,,,,,,
16.01.2021 06:40,0.59,0.0404,0.027,0.017,0.015,,,,,,,,,,
16.01.2021 07:00,0.58,0.0407,0.023,0.015,0.013,,,,,,,,,,
16.01.2021 07:20,0.63,0.0418,0.034,0.014,0.013,,,,,,,,,,
16.01.2021 07:40,0.65,0.0419,0.037,0.015,0.014,,,,,,,,,,
16.01.2021 08:00,0.64,0.044,0.039,0.015,0.012,,,,,,,,,,
16.01.2021 08:20,0.63,0.0435,0.038,0.014,0.012,,,,,,,,,,
16.01.2021 08:40,0.67,0.0428,0.046,0.018,0.011,,,,,,,,,,
16.01.2021 09:00,0.69,0.0438,0.05,0.016,0.012,,,,,,,,,,
16.01.2021 09:20,0.76,0.0439,0.057,0.025,0.012,,,,,,,,,,
16.01.2021 09:40,0.72,0.0428,0.048,0.027,0.014,,,,,,,,,,
16.01.2021 10:00,0.72,0.041,0.039,0.021,0.015,,,,,,,,,,
16.01.2021 10:20,0.77,0.0429,0.048,0.02,0.016,,,,,,,,,,
16.01.2021 10:40,0.73,0.0427,0.041,0.019,0.014,,,,,,,,,,
16.01.2021 11:00,0.77,0.0437,0.055,0.022,0.015,,,,,,,,,,
16.01.2021 11:20,0.75,0.0428,0.05,0.023,0.014,,,,,,,,,,
16.01.2021 11:40,0.83,0.0449,0.064,0.025,0.016,,,,,,,,,,
16.01.2021 12:00,0.79,0.0399,0.042,0.028,0.017,,,,,,,,,,
16.01.2021 12:20,0.9,0.0395,0.035,0.02,0.015,,,,,,,,,,
16.01.2021 12:40,0.84,0.0413,0.048,0.023,0.016,,,,,,,,,,
16.01.2021 13:00,0.83,0.0401,0.045,0.024,0.014,,,,,,,,,,
16.01.2021 13:20,0.86,0.0406,0.055,0.02,0.015,,,,,,,,,,
16.01.2021 13:40,0.89,0.0414,0.058,0.018,0.013,,,,,,,,,,
16.01.2021 14:00,0.9,0.0433,0.054,0.018,0.015,,,,,,,,,,
16.01.2021 14:20,0.87,0.0412,0.051,0.024,0.014,,,,,,,,,,
16.01.2021 14:40,0.97,0.0434,0.059,0.025,0.018,,,,,,,,,,
16.01.2021 15:00,1.03,0.0407,0.032,0.02,0.017,,,,,,,,,,
16.01.2021 15:20,1.01,0.0394,0.031,0.021,0.015,,,,,,,,,,
16.01.2021 15:40,0.84,0.0409,0.036,0.02,0.015,,,,,,,,,,
16.01.2021 16:00,1.01,0.044,0.049,0.025,0.016,,,,,,,,,,
16.01.2021 16:20,0.87,0.0434,0.042,0.027,0.018,,,,,,,,,,
16.01.2021 16:40,0.83,0.0442,0.045,0.025,0.018,,,,,,,,,,
16.01.2021 17:00,0.84,0.0451,0.05,0.034,0.02,,,,,,,,,,
16.01.2021 17:20,0.92,0.0447,0.058,0.039,0.02,,,,,,,,,,
16.01.2021 17:40,0.89,0.0449,0.055,0.042,0.022,,,,,,,,,,
16.01.2021 18:00,0.9,0.0472,0.061,0.029,0.019,,,,,,,,,,
16.01.2021 18:20,0.9,0.0447,0.052,0.03,0.019,,,,,,,,,,
16.01.2021 18:40,0.91,0.0448,0.047,0.029,0.02,,,,,,,,,,
16.01.2021 19:00,0.91,0.0428,0.042,0.031,0.02,,,,,,,,,,
16.01.2021 19:20,0.94,0.0419,0.037,0.033,0.02,,,,,,,,,,
16.01.2021 19:40,0.94,0.0421,0.03,0.026,0.021,,,,,,,,,,
16.01.2021 20:00,0.95,0.0427,0.032,0.026,0.021,,,,,,,,,,
16.01.2021 20:20,1.08,0.043,0.055,0.024,0.021,,,,,,,,,,
16.01.2021 20:40,1.04,0.0422,0.041,0.026,0.019,,,,,,,,,,
16.01.2021 21:00,0.94,0.0424,0.031,0.024,0.018,,,,,,,,,,
16.01.2021 21:20,0.85,0.0411,0.028,0.023,0.015,,,,,,,,,,
16.01.2021 21:40,0.79,0.0417,0.025,0.033,0.017,,,,,,,,,,
16.01.2021 22:00,0.72,0.0407,0.018,0.041,0.019,,,,,,,,,,
16.01.2021 22:20,0.68,0.0405,0.018,0.025,0.016,,,,,,,,,,
16.01.2021 22:40,0.68,0.0404,0.017,0.025,0.013,,,,,,,,,,
16.01.2021 23:00,0.7,0.0408,0.019,0.026,0.016,,,,,,,,,,
16.01.2021 23:20,0.71,0.0413,0.022,0.027,0.017,,,,,,,,,,
16.01.2021 23:40,0.8,0.0409,0.029,0.025,0.016,,,,,,,,,,
17.01.2021 00:00,0.74,0.041,0.026,0.018,0.015,,,,,,,,,,
17.01.2021 00:20,0.72,0.0412,0.022,0.019,0.013,,,,,,,,,,
17.01.2021 00:40,0.71,0.0399,0.026,0.021,0.013,,,,,,,,,,
17.01.2021 01:00,0.71,0.0366,0.017,0.026,0.013,,,,,,,,,,
17.01.2021 01:20,0.68,0.0353,0.017,0.024,0.012,,,,,,,,,,
17.01.2021 01:40,0.66,0.0353,0.014,0.019,0.013,,,,,,,,,,
17.01.2021 02:00,0.65,0.0335,0.012,0.018,0.012,,,,,,,,,,
17.01.2021 02:20,0.63,0.0326,0.011,0.016,0.012,,,,,,,,,,
17.01.2021 02:40,0.62,0.0284,0.008,0.018,0.012,,,,,,,,,,
17.01.2021 03:00,0.6,0.0295,0.005,0.021,0.013,,,,,,,,,,
17.01.2021 03:20,0.61,0.033,0.008,0.037,0.016,,,,,,,,,,
17.01.2021 03:40,0.6,0.0318,0.008,0.02,0.012,,,,,,,,,,
17.01.2021 04:00,0.59,0.032,0.007,0.022,0.013,,,,,,,,,,
17.01.2021 04:20,0.63,0.0356,0.01,0.029,0.021,,,,,,,,,,
17.01.2021 04:40,0.61,0.0342,0.007,0.03,0.02,,,,,,,,,,
17.01.2021 05:00,0.62,0.0369,0.008,0.029,0.017,,,,,,,,,,
17.01.2021 05:20,0.59,0.0369,0.006,0.018,0.013,,,,,,,,,,
17.01.2021 05:40,0.58,0.04,0.007,0.014,0.012,,,,,,,,,,
17.01.2021 06:00,0.59,0.041,0.009,0.014,0.012,,,,,,,,,,
17.01.2021 06:20,0.6,0.0428,0.013,0.016,0.012,,,,,,,,,,
17.01.2021 06:40,0.6,0.0423,0.009,0.013,0.012,,,,,,,,,,
17.01.2021 07:00,0.61,0.0434,0.009,0.012,0.011,,,,,,,,,,
17.01.2021 07:20,0.62,0.0478,0.021,0.016,0.014,,,,,,,,,,
17.01.2021 07:40,0.6,0.0478,0.022,0.013,0.012,,,,,,,,,,
17.01.2021 08:00,0.62,0.0445,0.012,0.014,0.013,,,,,,,,,,
17.01.2021 08:20,0.64,0.0461,0.014,0.014,0.013,,,,,,,,,,
17.01.2021 08:40,0.66,0.0471,0.019,0.014,0.013,,,,,,,,,,
17.01.2021 09:00,0.75,0.0438,0.011,0.013,0.012,,,,,,,,,,
17.01.2021 09:20,0.85,0.0436,0.014,0.014,0.013,,,,,,,,,,
17.01.2021 09:40,0.83,0.0414,0.013,0.014,0.012,,,,,,,,,,
17.01.2021 10:00,0.9,0.0406,0.014,0.014,0.013,,,,,,,,,,
17.01.2021 10:20,0.91,0.04,0.017,0.016,0.014,,,,,,,,,,
17.01.2021 10:40,0.88,0.0412,0.022,0.015,0.013,,,,,,,,,,
